category,tech1,description,fit,title,also_buy,tech2,brand,feature,rank,also_view,main_cat,similar_item,date,price,asin,details
"['Software', 'Operating Systems', 'Mac Operating Systems']",,"[""Dr. Solomom's Virex 6.0 ensures your Macintosh is protected from every virus source, whether you are downloading files from the Internet or copying files from a diskette or hard drive. The exclusive, easy to use Scan-at-Download scanner provides 24-hour protection from Internet downloads and files hidden in e-mail. Scanning files and folders is superfast and easy with DropScan--simply drag the item onto the DropScan icon, and scanning begins. Virex software offers a new enhanced scheduler, which makes it easy to do automated scans of your entire system or just certain files and folders. Simply set it up and let Virux go to work protecting your system from lurking viruses and other threats.""]",,Dr. Solomon Virex 6.0 Mac System 7 +,[],,McAfee,[],"65,810 in Software (",[],Software,,</div>,$9.73,B00002S7KL,"{'Shipping Weight:': '0.3 ounces', 'ASIN:': 'B00002S7KL', 'Item model number:': 'AVM-0001-NA-600', ' Date first listed on Amazon:': 'November 11, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming & Web Development', 'Database', 'DB2']",,"['Delphi 5 Standard makes Windows development easy with drag-and-drop visual programming, examples, and a Visual Component Library with more than 85 reusable components. Quickly and easily create, debug, and deploy Windows applications, including applications that automate COM Objects such as MS Office automation components for Word, Excel, PowerPoint, and Outlook. Use CodeInsight wizards that complete the code for you as well as component templates to create reusable components without writing a line of code. Get full support for industry standards, including Windows 95 and Windows NT, the Win32 API, COM, ActiveX, and OLE Automation. Use Dockable Toolbars and Dockable Windows to fully customize your development environment.']",,Borland Delphi 5.0 Professional Upgrade,[],,Borland,[],"78,871 in Software (",[],Software,,</div>,,B00002S7GO,"{'Shipping Weight:': '5.4 pounds', 'ASIN:': 'B00002S7GO', 'Item model number:': 'HDB1350USCS180', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Utilities', 'Screen Savers']",,"['Now you can build professional-quality screensavers in only 10 minutes. Screen Saver Creator requires no graphic tools or artistic ability. Just choose your photos and you are on your way. The program even self-installs your finished creation on any Windows-compatible computer.', 'Screen Saver Creator requires no graphic tools or artistic ability - we do it all for you. just choose your photos and you are on your way. The program even self-installs your finished creation on any Windows compatible computer.', 'Now you can create personalized screen savers featuring your favorite photos, drawings, clipart, sounds and video in only minutes. Great fun on home, office or notebook computers. Includes all the special effects to create personalized gifts, school projects and professional presentations. Produce stunning professional quality screen savers with filters including bounces, fades, rotations, zoom, etc. No artistic talent necessary, just drop your photos or clipart into the numbered segments of the main assembly screen, choose different effects, durations, background colors, even add text if you like.', 'Screen Saver Creator Deluxe Edition offers both non-artists and professionals, easy to use tools to quickly create a customized screen saver that runs on any Windows PC. Supports over 40 graphic files including multimedia AVI, WAV &amp; MIDI formats. Automatically converts completed project to .SCR files ready to run from any Windows PC.', '', '']",,Screen Saver Creator Deluxe,[],,Individual Software,[],"44,640 in Software (",[],Software,,</div>,,B00002S7JN,"{'Shipping Weight:': '1 pounds', 'ASIN:': 'B00002S7JN', 'Item model number:': 'PRO-SSC', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Lifestyle & Hobbies', 'Home Publishing', 'Mailing Labels']",,[],,My Labels,[],,MySoftware Company,[],"10,072 in Software (","['B005IIUFYU', 'B004E564PW']",Software,,</div>,$19.99,B00002S7MI,"{'Shipping Weight:': '1.6 ounces', 'ASIN:': 'B00002S7MI', 'Item model number:': '2200', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming & Web Development', 'Database', 'Filemaker']",,"[""The last version of FileMaker Pro was a bit of a disappointment for longtime fans of this lovably approachable database - it seemed as if all the developers' energy had gone into the (admittedly clever) Web publishing features, while the rest of the program was more or less ignored. Version 5.0, thankfully, is a far more comprehensive update that makes useful improvements to every one of FileMaker's features. For first-time users, it remains a delightful tool that we recommend without reservation. But this time, owners of previous versions also have reason to celebrate. The first thing you'll notice about FileMaker Pro is that the application's interface has been remodeled to make it more comprehensible to new users. We can take or leave the Microsoft Office-style toolbar, but the menu reorganization is long overdue - what was Delete Record doing in the Mode menu all those years, anyway? Throw in resizeable dialog boxes, improved contextual menus, and support for Apple's newfangled Navigation Services' open-and-save dialogs, and you have the model of a well-designed Mac application."", 'Another bonus for users is an ingenious Layout/Report Assistant. Rather than cramming data into pre-fab templates, this handy step-by-step assistant walks you through the complex process of building grouped reports with fancy headers, footers, and summary fields - a tricky task even for experienced FileMaker users. You can select from a number of layout themes - combinations of colors, fonts, and graphic elements that lend a consistent style to your database. Themes are also used by the improved, style-savvy Web Companion, so your layouts keep their look and feel in a Web browser.', ""Database authors will also welcome FileMaker Pro's new value list options. You can reuse value lists from other databases, and do some very cool stuff using value lists based on database fields. But heads up - older FileMaker databases will need updating to the new file format. In other layout news, you can apply crude engraving, embossing and drop shadow effects to fields. There's also a View As Table option, which displays your layout in a multicolumn spreadsheet format; it's not very pretty, but it's a lot less hassle than creating a columnar layout on the spur of the moment."", ""Rounding out the list of improvements are a slew of other long-awaited tweaks, including the ability to import scripts from other databases and a Web-safe color palette. There's even a primitive data-updating feature you can use to synchronize databases, though it's complicated and poses a high risk of inadvertently mangling data. We hope this will be further streamlined in future releases."", ""There's only one cloud on the horizon. As of version 5.0, the FileMaker product line is splitting into four separate products - this is the cheapest and the first to arrive. As the low end of the database line, the basic Pro now has a ten-user limit for both network and Web access - and to prove it's serious, FileMaker Inc.'s license prohibits the use of CGIs and Web gateways like Blue World's Lasso that could be used to circumvent this restriction. If you need to serve more than 10 users, you'll have to hold out for the $999 FileMaker Pro Unlimited, due later this year. For small-time databasers, however, FileMaker Pro 5.0 is a solid revision that further boosts the program's already superb flexibility and ease of use. -- <i>Mark Simmons</i>"", '<B>Good News:</B> Really useful layout assistant. Web-published databases look a lot better. New value list options are boss.', '<B>Bad News:</B> Data updating feature needs work. Ten-user access limit.', '&copy;1999 MacAddict -- <i><a href=""https://secure.imaginemedia.com/group/maca/8VPX.html"">From MacAddict -- Subscribe now!</a></i><br /><br />The FileMaker database program\'s best and worst feature has always been the confinement of its appeal to its existing user base. Over time, especially through revision 4 (and now revision 5) of the product, the FileMaker crew has tried to broaden its appeal. FileMaker Pro 5 does indeed sport a host of new features, some of them excellent, but whether they will broaden its appeal with, say, existing Access or Approach users is questionable.<P>Perhaps the oddest change is the addition of many Microsoft Office compatibility and interoperability features. The FileMaker Pro interface - specifically, the toolbars - have been redesigned to look more like the Office 2000 interface. This makes it easier for existing Office users to make sense of the sometimes-quirky FileMaker Pro interface, but the old Rolodex-and-drag-bar FileMaker interface is still present on the left side of the window. The revamped interface, on the whole, makes the program more consistent with newer Windows apps - but as far as making it easier to use, that\'s something that only new users already familiar with MS Office, not existing FileMaker mavens, will probably find benefit in.<P>New to FileMaker is the use of a grid view for data, but it\'s not without it\'s quirks. Another Office-like feature that\'s only just been added in this release is the ability to view data in a simple table format -- but it\'s riddled with peculiarities. There\'s no dedicated data-entry mode, so you\'re forced to hit New Record every time you want to enter data. In another irritating quirk that seems taken from the Macintosh edition of the product, the Enter key on the alphabetic portion of your keyboard and the Enter key on the numeric keypad don\'t behave the same way: The Enter key on the numeric keypad returns adds a hard return inside a data field;the other Enter actually records the data.<P>FileMaker\'s most highly touted feature is its built-in web-publishing function. When activated, it runs as a miniature web server, and provides an elegant form-based interface to any set of data you provide. There is a hard-coded limit of 10 unique IP addresses in this edition of FileMaker for Web-browser users; if you want to share databases out to more than ten Web browsers, you\'ll need one of the more upscale editions of the product, like FileMaker Pro 5 Unlimited. If you don\'t want to use the server version of the web publisher, you can always publish tables and layouts directly to static HTML pages, which can be formatted to resemble as closely as possible the way you had your data represented.<P>FileMaker\'s built-in web server for sharing data in a browser lets you choose from a number of different looks for your data. <P>FileMaker\'s biggest problem, historically, was its nonexistent to weak support for relational databases. FileMaker Pro 5 lets you take any database and define relationships between it and any other database with a fair amount of ease. Another smart addition is ODBC support, a long-missing feature that makes FileMaker Pro that much more relevant to PC users (since FileMaker continues to be dominant on the Mac platform, where it was created). Both FileMaker and the needed table have to be open for ODBC to work. <P>FileMaker Pro 5 has a lot of good features inside, but users of database packages that already offer similar functionality will probably be less interested than new users. -- <i><a href=\'http://www.amazon.com/exec/obidos/tg/feature/-/69436/\'>From Winmag&#174</a></i>']",,FileMaker Pro 5.0 Upgrade,[],,Filemaker Inc.,[],"26,369 in Software (",[],Software,,</div>,,B00002S7OS,"{'Shipping Weight:': '1.7 pounds', 'ASIN:': 'B00002S7OS', 'Item model number:': '322002U', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business & Office', 'Visualization & Presentation']",,"['Multimedia Fusion is an alternative to script-heavy authoring software. It is the first tool that lets you create professional-quality interactive applications without having to write a single line of code. The graphic interface lets you create custom applications more quickly than ever before.', ""While presentations have become standard fare at meetings and conferences, there haven't been many good options for creating interactive or standalone presentations.<P>Multimedia Fusion (previously Corel's Click & Create) addresses this issue. It lets you rapidly build interactive applications that include presentations, Web-based applications and computer-based training. The program also comes with a CD full of sample applications.<P>It's easy to create an application in Multimedia Fusion. To design a presentation, you set up the basic background, add objects (such as text images and sounds) and set properties for each object. Other highlights include ODBC connectivity and the ability to create Web-enabled applications. You can also employ these capabilities to build live interactive e-commerce catalogs and storefronts.<P>I did find using the built-in image editor rather cumbersome, since it isn't as flexible as a full-blown image editor. It took me a couple of hours to get familiar with the module. After that, I was able to build an interactive presentation with a graphical, clickable menu, sound and plenty of images in about an hour. The multipaneled interface can seem forbidding, but it actually promotes good organization.<P>Multimedia Fusion is best suited to creating simple, quick interactive applications, especially presentations. The program's main rival is Asymetrix ToolBook, which is more flexible and powerful, but also costs more. If you need more power than either ToolBook or Multimedia Fusion, then you should opt for Macromedia Director. But for adding pizzazz and interactivity to plain material, Multimedia Fusion is a good choice. -- <i><a href='http://www.amazon.com/exec/obidos/tg/feature/-/69436/'>From Winmag&#174</a></i>""]",,Multimedia Fusion 1.0,[],,IMSI Design,[],"26,795 in Software (",[],Software,,</div>,,B00002S7PI,"{'Shipping Weight:': '1.8 pounds', 'ASIN:': 'B00002S7PI', 'Item model number:': '00-MMF510CC', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming & Web Development', 'Web Design', 'Web Effects']",,['mac'],,Apple QuickTime VR Authoring Studio (Mac),[],,Apple,['mac'],"26,881 in Software (",[],Software,,</div>,,B00002S7QP,"{'Shipping Weight:': '12.8 ounces', 'ASIN:': 'B00002S7QP', ' Date first listed on Amazon:': 'October 7, 2009'}"
"['Software', 'Lifestyle & Hobbies', 'Home & Garden Design']",,"[""Floorplan 3D design suite has what any building or landscaping project needs. Easy-to-use tools give you the power to transform design ideas into stunning photorealistic 3D images. Whether you're creating a home remodeling an office adding a deck or landscaping a ten-acre spread the Floorplan 3D design suite has everything you need! It's superior suite of tools for customizing visualizing and planning the entire project from conception to completion.""]",,Floor Plan 3-D Design Suite 4.0 Special Sized Box,[],,IMSI Design,"['Building and landscaping design software', 'Easy, intuitive tools help you create plans of nearly any scale', '3-D graphics help visualize potential problems', 'Easily save, print, and e-mail plans', 'No design experience required']","68,785 in Software (",[],Software,,</div>,,B00002S7PO,"{'Shipping Weight:': '1 pounds', 'ASIN:': 'B00002S7PO', 'Item model number:': '00-FP3540CC-01', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Lifestyle & Hobbies', 'Home Publishing', 'Clip Art']",,"['A world of sensational graphics awaits you inside every box of Art Explosion 600,000. If you can think of an image, you can bet weve got it! Thats because Art Explosion gives you unparalleled selection. With hundreds of categories and subcategories, you just wont find a more comprehensive library of spectacular graphics. And, with all 600,000 graphics inside the box, theres absolutely no downloading or memberships. <P>Art Explosion is the #1 selling brand of clip art software. And for good reason. The quality is second to none. You get 55% Vector clip art and 80% color images, plus 29 CD-ROMS, two CD-ROM keep-safe portfolios, and an image catalog spanning 1300 pages! <P>Satisfy all of your creative needs. Add color and individuality to all your projects with Art Explosion 600,000. <P>Features  1,500-page printed catalog  Quick-locator index  Onscreen previews of all images  Drag-and-drop simplicity  600,000 images <P>* Use ASIN B00001QGVR to order this great product']",,"Art Explosion 600,000",[],,Nova Development,[],"66,998 in Software (",[],Software,,</div>,,B00002S7U6,"{'Shipping Weight:': '7.3 pounds', 'ASIN:': 'B00002S7U6', 'Item model number:': 'AQW-DVD', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Lifestyle &amp; Hobbies', 'Home &amp; Garden Design']",,"[""FloorPlan 3-D Design Suite 4.0 has what any building or landscaping project needs. Easy-to-use tools give you the power to transform design ideas into stunning photo-realistic 3D images. Whether you're creating a home, remodeling an office, adding a deck or landscaping a ten-acre spread, the FloorPlan 3D Design Suite has everything you need."", '', '']",,Floor Plan 3-D Design Suite 4.0,[],,IMSI Design,[],"76,942 in Software (",[],Software,,</div>,,B00002S7PM,"{'Shipping Weight:': '2.3 pounds', 'ASIN:': 'B00002S7PM', 'Item model number:': '00-FP3540CC', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education & Reference']",,"['Combine the expertise of Brian Tracy, internationally renowned personal achievement speaker and author, with the power of the computer to step on your path to personal fortune. This software is comprehensive, with topics covering money-making ideas, starting and succeeding in your own business, network marketing, and investment strategies.']",,Brian Tracy's How to Become A Millionaire,[],,Pearson Software,[],"27,925 in Software (",[],Software,,</div>,,B00002S6OU,"{'Shipping Weight:': '2.4 ounces', 'ASIN:': 'B00002S6OU', 'Item model number:': '671046748', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming & Web Development', 'Development Utilities']",,"[""Now you can create full-featured, stand-alone Macintosh and Power Macintosh applications in just minutes. VIP-BASIC features include an integrated design and application framework, integrated resource editors, integrated form editors, interface event dispatcher, powerful high-level functions, online access to all Mac Toolbox calls, and an intelligent debugger. It's everything you need to write 680x0 and native Power Macintosh applications. VIP-BASIC has been updated for Mac OS 8.""]",,Vip Basic 2.5,[],,Mainstay,[],"83,631 in Software (",[],Software,,</div>,,B00002S7VE,"{'Shipping Weight:': '1 pounds', 'ASIN:': 'B00002S7VE', 'Item model number:': 'VIP-BASIC-2.5', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Operating Systems']",,"['Neal Stephenson, in <a href=""/exec/obidos/ASIN/0380815931/${0}""><i>In the Beginning... Was the Command Line</i></a>, describes the Be operating system as ""an extremely well-thought-out GUI built on a technological framework that is solid."" He\'s not the only fan. A speedy, stable system for power-users and hardware tinkerers, Be may yet give Linux a run for its open-source money.<P> Be delivers on its promise of providing high-end or dedicated multimedia hardware for audio or video editing at a consumer-level price. Another considerable plus: Be actually installs in the time the manufacturer says it will (15 minutes). A system that can coexist with Linux, Mac, and Windows, it can also be your primary system if you want to create a dedicated ""BeBox.""<P> Be can run QuickTime and MPEGs, has accessible Mediaplayer and Webcam applications, and contains its own Web browser, NetPositive. The OS supports Universal Serial Bus (USB) and Secure Sockets Layer (SSL) encryption. As with other alternative operating systems, new free and shareware applications are constantly in development. An excellent realization of key operating system ideals--reliability, speed, and functionality--Be is worth the attention of any power users who haven\'t yet discovered it. <i>--Jennifer Buckendorff</i>']",,BeOS 4.5 with BeOS Bible,[],,"Be, Inc.",[],"35,371 in Software (",[],Software,,</div>,,B00002S7JC,"{'Shipping Weight:': '4.6 pounds', 'ASIN:': 'B00002S7JC', 'Item model number:': '45-10038', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Utilities', 'Internet Utilities', 'Shared Internet']",,"[""WinProxy 3.0 allows users to connect multiple computers on a network to the Internet through a single point and use their existing service provider. WinProxy delivers a wide array of advanced features in an easy-to-use package. You'll find features such as a built-in firewall, centralized antivirus protection, and Web-site filtering and user privileges.""]",,OBJECT SHARE WinProxy For Windows,[],,WinProxy,"['WinProxy provides everything you need to simultaneously connect all your computers to the Internet through just one simple connection with your existing service provider', 'Plus, it includes innovative features like transparent proxy, a built-in firewall, centralized anti-virus protection, parental site restrictions and enhanced user privileges to put you in complete control of Internet access', 'Internet gaming - supports most online games', 'Supports all popular e-Mail clients including Eudora and Outlook and multiple mail servers', 'Supports Mac and Unix/Linux']","70,303 in Software (",[],Software,,</div>,,B00002S75R,"{'Shipping Weight:': '9 ounces', 'ASIN:': 'B00002S75R', 'Item model number:': '3003', ' Date first listed on Amazon:': 'December 1, 2008'}"
"['Software', 'Programming &amp; Web Development', 'Database', 'DB2']",,"['Broland Delphi 5 Standard', 'Delphi 5 Standard makes Windows development easy with drag-and-drop visual programming, examples, and a Visual Component Library with over 85 reusable components. Quickly and easily create, debug, and deploy Windows applications, including applications that automate COM objects, such as MS Office automation components for Word, Excel, PowerPoint, and Outlook. Use Code Insight Wizards that complete the code for you and Component Templates to create reusable components without writing a single line of code. Plus, get full support for industry standards, including Microsoft Windows 95 and Windows NT, the Win32 API, COM, ActiveX, and OLE automation. Use Dockable Toolbars and Dockable Windows to fully customize your development environment.', '', '']",,Borland Delphi 5 Standard (New user),[],,Borland,['Broland Delphi 5 Standard'],"67,398 in Software (",[],Software,,</div>,,B00002S7GN,"{'Shipping Weight:': '13.6 ounces', 'ASIN:': 'B00002S7GN', 'Item model number:': 'HDC1350WWFS180', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Accounting &amp; Finance', 'Business Accounting']",,"['Peachtree accounting software, includes 845 page book Users Guide; 52 page accounting primer; CD-ROM; other papers. In a box.', '', '']",,Peachtree First Accounting 7.0,[],,Peachtree Software,"['Fast set up', 'easy to learn accounting', 'Familiar invoicing', 'Pay bills Painlessly', 'Payroll made easy']","39,843 in Software (",[],Software,,</div>,,B00002S7KI,"{'Shipping Weight:': '2.6 pounds', 'ASIN:': 'B00002S7KI', 'Item model number:': 'PFA7RT', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Utilities', 'Backup']",,"['Veritas Backup Exec Desktop Edition is the solution of choice for reliable, automated Windows 95, 98, and Windows NT Workstation 4.0 data protection. Integrated Disaster Recovery completely protects your system. Peer-to-peer data-protection support and scheduling ensure comprehensive protection. Extensive device support ensures hardware compatibility for a wide range of devices.']",,Backup Exec Desktop Edition 4,[],,Veritas,[],"33,904 in Software (",[],Software,,</div>,,B00002S7PA,"{'Shipping Weight:': '0.8 ounces', 'ASIN:': 'B00002S7PA', 'Item model number:': 'SBE-CXWD-0000', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Utilities', 'Screen Savers']",,[],,Cabela's Big Game Screen Saver,[],,Activision,[],"78,940 in Software (",[],Software,,</div>,,B00002S7YO,"{'Shipping Weight:': '1 pounds', 'ASIN:': 'B00002S7YO', 'Item model number:': '21181', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business &amp; Office', 'Word Processing']",,[],,Word Pro 97,[],,Lotus Development,[],"31,820 in Software (",[],Software,,</div>,,B00002S7VX,"{'Shipping Weight:': '11.2 ounces', 'ASIN:': 'B00002S7VX', 'Item model number:': '44405', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's"", 'Games']",,"['Fun for all ages! Based on the award-winning <I>Triazzle</I> game, these puzzles will entertain the entire family for hours with their rainforest-inspired animation and sounds. A variety of puzzle shapes and creatures create a fresh experience every time you play. These deceptively simple-looking puzzles have millions of combinations but only one solution. Watch the rainforest creatures come alive as you solve the puzzles. Information about the rainforests and its creatures are included within the game, so you can learn while you play. Includes a Junior option for young children. Multiple levels of difficulty make the game easy to play but difficult to master.']",,Triazzle,[],,Activision,[],"18,536 in Software (","['B07D4P67QX', 'B07D4MCBQ4', 'B07D4M2QPM', 'B07D4MZK62', 'B000A32OQA', 'B000BX78Q0', 'B000BX78OM', 'B000IG98ZY', 'B0042G2TZ2', 'B00CCE1EVQ', '0511680708', 'B00004T9CB', 'B000021Z1H']",Software,,</div>,,B00002S7Z3,"{'Shipping Weight:': '3.2 ounces', 'ASIN:': 'B00002S7Z3', 'Item model number:': '21211', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business & Office', 'Word Processing']",,[],,Word Pro 97,[],,Lotus Development,[],"47,947 in Software (",[],Software,,</div>,,B00002S7VZ,"{'Shipping Weight:': '1.7 pounds', 'ASIN:': 'B00002S7VZ', 'Item model number:': '44440', ' Date first listed on Amazon:': 'June 21, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Education & Reference', 'Languages']",,"[""Now you can learn a foreign language at your own pace with Easy Language's proven interactive learning methods. Learn more than 2,100 words and 360 phrases in 61 languages. This is ideal for international business travelers, tourists, and students. Learn by playing interactive games to test your vocabulary and compare your pronunciation with native speakers. <P> Start learning in four easy steps. Step one is to select a language from one of 15 native languages and then select the language you want to translate to. In step two, learn essential vocabulary by learning individual words, key phrases, and basic verb conjugations. Learn words in context, hear phonetic pronunciation, and even explore the native alphabet. In step three, perfect your pronunciation by comparing your pronunciation to native speakers with the advanced record and playback feature (available for many of the languages). In step four, reinforce your new vocabulary by researching world cultures, exploring written languages, and playing interactive games as you put what you've learned to use. <P> Choose from these 61 Languages: Albanian, Arabic, Azerbaijani, Basque, Bengali, Bulgarian, Catalan, Chinese (Simplified), Chinese (Traditional), Creole (Haitian), Croatian, Czech, Danish, Dutch, English (UK), English (US), Esperanto, Estonian, Farsi, Flemish, Finnish, French, French (Canadian), Gaelic (Irish), German, Greek, Hawaiian, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Italian, Japanese, Korean, Kurdish, Latin, Latvian, Malay, Navajo, Norwegian, Polish, Lithuanian, Portuguese (Brazilian), Portuguese (Iberian), Romanian, Russian, Serbian, Slovak, Spanish (Castilian), Spanish (Latin America), Swahili, Swedish, Tagalog, Thai, Turkish, Ukrainian, Urdu, Vietnamese, Yiddish, and Zulu.""]",,Easy Language 61 5.0,[],,Lernout & Hauspie,[],"58,475 in Software (",[],Software,,</div>,,B00002S7KM,"{'Shipping Weight:': '1 pounds', 'ASIN:': 'B00002S7KM', 'Item model number:': 'EL613000', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming &amp; Web Development', 'Database', 'DB2']",,"[""Delphi 5 Enterprise is a high-productivity development solution for Internet and distributed computing. Delphi's InternetExpress includes the Web Client Page Wizard for creating flexible, extensible systems to support e-commerce, using HTML 4 and XML, the MIDAS PageProducer, and WebBroker for building distributed HTML applications. Gain fast access to all types of information with ADOExpress, and boost your entire development team's productivity with TeamSource. Use the Visual Component Library, which has more than 200 reusable components with source, to build, debug, and deploy robust applications; and use InterBase Express to create turnkey database systems."", '', '']",,Borland Delphi 5 Enterprise From-Client Server Upgrade,[],,Borland,[],"53,350 in Software (",[],Software,,</div>,,B00002S7GR,"{'Shipping Weight:': '5.2 pounds', 'Domestic Shipping: ': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'International Shipping: ': 'This item is not eligible for international shipping.', 'ASIN:': 'B00002S7GR', 'Item model number:': 'HDE1350WWCS180', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business & Office', 'Project Management']",,"['The most popular project planning software for the Macintosh in a new version 4.0. Whether you plan projects every day, or just a few hours a week, Microsoft Project helps you plan, manage, and communicate with ease.']",,Microsoft Project 4.0 Upgrade,[],,Microsoft,[],"62,494 in Software (",[],Software,,</div>,,B00002S7WD,"{'Shipping Weight:': '1.8 pounds', 'Domestic Shipping: ': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'International Shipping: ': 'This item is not eligible for international shipping.', 'ASIN:': 'B00002S7WD', 'Item model number:': '076-051-120', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Design & Illustration']",,"['DeBabelizer Pro 4.5 is the automation solution for Web professionals, multimedia producers, digital-imaging and digital-video professionals, and just about anyone working with digital images, animations, or video. With unrivaled batch processing, scripting, and color-optimization tools, DeBabelizer Pro 4.5 automatically processes, optimizes, and converts all of your digital media for optimal cross-platform display. DeBabelizer can read and write to more than 100 file formats, including Photoshop, JPEG, PNG, AVI, QuickTime 4, and BMP.']",,Equilibrium Debabelizer Pro 4.5,[],,Equilibrium,[],"74,997 in Software (",[],Software,,</div>,,B00002S7XN,"{'Shipping Weight:': '3.7 pounds', 'Domestic Shipping: ': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'International Shipping: ': 'This item is not eligible for international shipping.', 'ASIN:': 'B00002S7XN', 'Item model number:': '110110-001', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Programming & Web Development', 'Database']",,"['Phyla is the first true object-oriented database model that is intuitive enough for anyone to use. The software allows you to take advantage of a powerful relational database to create relationships between variables, perform calculations, and create queries--without any programming. The product was created around a user-friendly interface, replacing the need to program with intuitive drawing tools that manipulate the underlying database structure. Even the design of forms and reports, complete with radio buttons, tables, and drop-down lists, is simple.']",,Phyla 1.0,[],,Mainstay,[],"84,129 in Software (",[],Software,,</div>,,B00002S7VA,"{'Shipping Weight:': '2.6 pounds', 'ASIN:': 'B00002S7VA', 'Item model number:': 'PHYLA', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', ""Children's""]",,['MBA Box'],,MBA Box,[],,Creative Wonders,['MBA Box'],"51,546 in Software (",[],Software,,</div>,,B00002S80O,"{'Shipping Weight:': '1.8 pounds', 'ASIN:': 'B00002S80O', 'Item model number:': '7.20287E+11', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business & Office', 'Spreadsheet']",,['This product is a new item in plastic wrapped box for Lotus 123 Release 5 for Windows 3.1 and 3.11. Not guaranteed to work with other versions of Windows.'],,123 5.0,[],,Lotus Development,['Lotus 123 Version 5'],"14,195 in Software (",['B000IPALBA'],Software,,</div>,,B00002S7ZU,"{'Shipping Weight:': '2 pounds', 'ASIN:': 'B00002S7ZU', 'Item model number:': '12656', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
"['Software', 'Business & Office', 'Document Management']",,"['FormTool Scan &amp; OCR is a complete forms product. OCR scanning technology is the quickest way to turn paper forms into electronic forms that are easy to customize, fill, and route.']",,Formtool Scan Ocr 4.0,[],,IMSI Design,[],"36,728 in Software (",[],Software,,</div>,,B00002S7PJ,"{'Shipping Weight:': '3 pounds', 'ASIN:': 'B00002S7PJ', 'Item model number:': '00-FTS510CC', ' Date first listed on Amazon:': 'May 10, 2002', 'Discontinued by manufacturer:': 'Yes'}"
